name,artist,url,is_public_domain,length,width,label,split,cifar_index
charles-sprague-pearce_young-brittany-girl.jpg,charles-sprague-pearce,https://uploads2.wikiart.org/00127/images/charles-sprague-pearce/young-brittany-girl.jpg,True,1600,1321,impressionism,test,212
auguste-rodin_walking-man-1900.jpg,auguste-rodin,https://uploads1.wikiart.org/images/auguste-rodin/walking-man-1900.jpg,True,2560,1920,impressionism,train,13571
konstantin-korovin_the-palace-and-the-harbor-1909.jpg,konstantin-korovin,https://uploads2.wikiart.org/images/konstantin-korovin/the-palace-and-the-harbor-1909.jpg,True,1000,703,impressionism,train,33875
ion-theodorescu-sion_flori-i-fructe.jpg,ion-theodorescu-sion,https://uploads6.wikiart.org/images/ion-theodorescu-sion/flori-i-fructe.jpg,True,971,767,impressionism,test,6603
pericles-pantazis_landscape.jpg,pericles-pantazis,https://uploads7.wikiart.org/images/p-ricl-s-pantazis/landscape.jpg,True,650,407,impressionism,train,14326
alfred-william-finch_barques-echouees-1892.jpg,alfred-william-finch,https://uploads4.wikiart.org/00329/images/alfred-william-finch/willy-finch-barques-chou-es-1892.jpg,True,2521,1921,impressionism,train,33478
vincenzo-irolli_portrait-of-the-painter-antonino-leto-1899.jpg,vincenzo-irolli,https://uploads0.wikiart.org/00331/images/vincenzo-irolli/ritratto-del-pittore-antonino-leto-vincenzo-irolli.jpg,True,2953,1837,impressionism,train,32824
julius-leblanc-stewart_reading-1884.jpg,julius-leblanc-stewart,https://uploads0.wikiart.org/images/julius-leblanc-stewart/reading-1884(1).jpg,True,910,739,impressionism,train,29376
thomas-kinkade_a-view-from-cannery-row-monterey-1996.jpg,thomas-kinkade,https://uploads5.wikiart.org/images/thomas-kinkade/a-view-from-cannery-row-monterey-1996.jpg,False,1024,768,impressionism,train,7159
karl-edvard-diriks_fra-fr-ensjordene-1880.jpg,karl-edvard-diriks,https://uploads3.wikiart.org/images/karl-edvard-diriks/fra-fr-ensjordene-1880.jpg,True,800,526,impressionism,train,24816
homer-watson_rushing-stream-by-moonlight-1905.jpg,homer-watson,https://uploads6.wikiart.org/images/homer-watson/rushing-stream-by-moonlight-1905.jpg,True,570,430,impressionism,train,2866
eva-gonzales_reading-in-the-forest.jpg,eva-gonzales,https://uploads4.wikiart.org/images/eva-gonzales/reading-in-the-forest.jpg,True,400,313,impressionism,train,47045
fernand-combes_vue-urbaine-incendie-nocturne-rue-du-haut-pale.jpg,fernand-combes,https://uploads1.wikiart.org/00250/images/fernand-combes/combes-f-etching-vue-urbaine-incendie-nocturne-rue-du-haut-pal-gravure-seule-21x15-8cm.jpg,True,2560,1920,impressionism,train,27635
andre-dunoyer-de-segonzac_nature-morte-au-chou-et-bouteille.jpg,andre-dunoyer-de-segonzac,https://uploads2.wikiart.org/images/andre-dunoyer-de-segonzac/nature-morte-au-chou-et-bouteille.jpg,False,570,461,impressionism,train,20437
roman-selsky_harbor-in-hel-1934.jpg,roman-selsky,https://uploads2.wikiart.org/00125/images/roman-selsky/harbor-in-hel-1934-1.jpg,False,1200,969,impressionism,train,46648
ferdinand-du-puigaudeau_the-cart-at-the-side-of-the-path-1915.jpg,ferdinand-du-puigaudeau,https://uploads8.wikiart.org/00323/images/ferdinand-du-puigaudeau/puigaudeau-ferdinand-du-cart-by-the-path.jpeg,True,2796,2084,impressionism,train,46733
georges-rochegrosse_cabinet-de-flaubert-a-croisset-1874.jpg,georges-rochegrosse,https://uploads7.wikiart.org/00316/images/georges-rochegrosse/cabinet-de-flaubert-croisset.jpg,True,3700,2405,impressionism,train,39203
granville-redmond_this-institution-this-team.jpg,granville-redmond,https://uploads5.wikiart.org/00261/images/granville-redmond/wla-lacma-granville-redmond-california-poppy-field.jpg,True,1024,768,impressionism,test,4670
fern-coppedge_lumberville-cottage.jpg,fern-coppedge,https://uploads4.wikiart.org/images/fern-coppedge/lumberville-cottage.jpg,False,800,700,impressionism,train,18161
theo-van-rysselberghe_rain-jersey-1907.jpg,theo-van-rysselberghe,https://uploads0.wikiart.org/images/theo-van-rysselberghe/rain-jersey-1907.jpg,True,953,607,impressionism,train,29464
philip-de-laszlo_edwina-mountbatten-countess-mountbatten-of-burma-1924.jpg,philip-de-laszlo,https://uploads4.wikiart.org/images/philip-de-laszlo/edwina-mountbatten-countess-mountbatten-of-burma-1924.jpg,True,599,438,impressionism,train,37998
adalbert-erdeli_self-portrait.jpg,adalbert-erdeli,https://uploads7.wikiart.org/00126/images/adalbert-erdeli/self-ukrainian-transcarpathian-artist-adalbert-erdelyi-mikhailovich.jpg,False,1440,1219,impressionism,test,5400
gustave-de-smet_la-femme-au-rosier-1912.jpg,gustave-de-smet,https://uploads3.wikiart.org/images/gustave-de-smet/la-femme-au-rosier-1912(1).jpg,True,570,459,impressionism,train,959
frederick-carl-frieseke_through-the-vines-c1908-81x81.jpg,frederick-carl-frieseke,https://uploads0.wikiart.org/00153/images/frederick-carl-frieseke/through-the-vines-c1908-81x81-1.jpg,True,800,786,impressionism,test,3980
armando-montaner-valdueza_landscape-0.jpg,armando-montaner-valdueza,https://uploads3.wikiart.org/00312/images/armando-montaner-valdueza/armando-montaner-valdueza-3.jpg,False,3288,2044,impressionism,train,41545
georges-lemmen_madame-georges-lemmen.jpg,georges-lemmen,https://uploads7.wikiart.org/images/georges-lemmen/madame-georges-lemmen.jpg,True,1132,763,impressionism,test,9599
mikhail-larionov_fish-at-sunset-1904.jpg,mikhail-larionov,https://uploads6.wikiart.org/00124/images/mikhail-larionov/fish-at-sunset-1904-1.jpg,True,425,417,impressionism,train,42651
corneliu-baba_shell-gatherers.jpg,corneliu-baba,https://uploads0.wikiart.org/images/corneliu-baba/shell-gatherers.jpg,False,1000,743,impressionism,train,48269
jaroslav-keluc_landscape-1971.jpg,jaroslav-keluc,https://uploads7.wikiart.org/00120/images/jaroslav-keluc/07-landscape-1.jpg,False,1446,1009,impressionism,train,30760
anna-ancher_young-girl-before-a-lit-lamp-1887.jpg,anna-ancher,https://uploads5.wikiart.org/00142/images/anna-ancher/young-girl-before-a-lit-lamp-anna-ancher.jpg,True,600,451,impressionism,train,40512
ibrahim-calli_flowers-in-vase.jpg,ibrahim-calli,https://uploads4.wikiart.org/00163/images/ibrahim-calli/ibrahim-all-vazoda-i-ekler.jpg,True,880,745,impressionism,train,32999
guy-rose_la-jolla-caves.jpg,guy-rose,https://uploads2.wikiart.org/images/guy-rose/la-jolla-caves.jpg,True,500,415,impressionism,train,4784
emmanuel-zairis_girl-sitting-in-the-grass.jpg,emmanuel-zairis,https://uploads2.wikiart.org/images/emmanuel-zairis/girl-sitting-in-the-grass.jpg,True,594,480,impressionism,train,31151
victor-borisov-musatov_girl-in-the-sunlight-1897.jpg,victor-borisov-musatov,https://uploads1.wikiart.org/images/victor-borisov-musatov/girl-in-the-sunlight-1897.jpg,True,829,640,impressionism,train,31874
george-pemba_lesotho-landscape-1944.jpg,george-pemba,https://uploads5.wikiart.org/images/george-pemba/lesotho-landscape-1944.jpg,False,700,512,impressionism,test,91
raquel-forner_paisaje-iii.jpg,raquel-forner,https://uploads1.wikiart.org/00164/images/raquel-forner/rf-paisaje-iii.jpg,False,1725,1500,impressionism,train,47625
gustave-de-smet_the-beguine-convent-in-bruges-1906.jpg,gustave-de-smet,https://uploads3.wikiart.org/images/gustave-de-smet/the-beguine-convent-in-bruges-1906.jpg,True,1280,770,impressionism,train,6212
constantin-artachino_towards-the-springs.jpg,constantin-artachino,https://uploads1.wikiart.org/images/constantin-artachino/towards-the-springs.jpg,False,537,454,impressionism,train,17786
camille-pissarro_near-eragny.jpg,camille-pissarro,https://uploads8.wikiart.org/images/camille-pissarro/near-eragny.jpg,True,1007,752,impressionism,test,6134
nathaniel-hone-the-younger_the-sphinx-half-in-shadow-and-chephren-pyramid-giza-egypt-1892.jpg,nathaniel-hone-the-younger,https://uploads2.wikiart.org/00316/images/nathaniel-hone-the-younger/the-sphinx-half-in-shadow-and-chephren-pyramid-giza-egypt-1892.jpg,True,620,330,impressionism,test,8137
konstantin-yuon_the-winter-day-1910.jpg,konstantin-yuon,https://uploads6.wikiart.org/images/konstantin-yuon/the-winter-day-1910.jpg,True,1000,701,impressionism,train,47367
robert-brackman_nude-portrait.jpg,robert-brackman,https://uploads0.wikiart.org/images/robert-brackman/nude-portrait.jpg,False,1100,825,impressionism,train,35116
richard-jack_devonshire-house.jpg,richard-jack,https://uploads0.wikiart.org/images/richard-jack/devonshire-house.jpg,True,944,789,impressionism,train,24429
theodor-pallady_eglise-de-mimizan-1937.jpg,theodor-pallady,https://uploads0.wikiart.org/images/theodor-pallady/eglise-de-mimizan-1937.jpg,False,1000,671,impressionism,test,2180
stefan-luchian_vizdoage.jpg,stefan-luchian,https://uploads2.wikiart.org/images/stefan-luchian/vizdoage.jpg,True,398,332,impressionism,train,2776
robert-brackman_flowers-for-jennifer.jpg,robert-brackman,https://uploads6.wikiart.org/images/robert-brackman/flowers-for-jennifer.jpg,False,420,343,impressionism,train,47571
theodor-pallady_still-life.jpg,theodor-pallady,https://uploads5.wikiart.org/images/theodor-pallady/still-life.jpg,False,576,465,impressionism,train,33127
james-charles_a-cornfield-near-wooler.jpg,james-charles,https://uploads8.wikiart.org/images/james-charles/a-cornfield-near-wooler.jpg,True,944,603,impressionism,train,47377
vytautas-kairiukstis_besimaudanti-moteris-1930.jpg,vytautas-kairiukstis,https://uploads8.wikiart.org/00132/images/vytautas-kairiukstis/besimaudanti-moteris-1930-3.jpg,False,699,546,impressionism,test,2114
georges-seurat_landscape-with-figure-study-for-la-grande-jatte-1885.jpg,georges-seurat,https://uploads2.wikiart.org/images/georges-seurat/landscape-with-figure-study-for-la-grande-jatte-1885.jpg,True,1113,706,impressionism,train,49294
granville-redmond_malibu-coast-spring.jpg,granville-redmond,https://uploads1.wikiart.org/00261/images/granville-redmond/granville-redmond-malibu-coast-spring.jpg,True,1000,798,impressionism,train,8129
bozoky-maria_vorosmarty-csongor-and-tunde.jpg,bozoky-maria,https://uploads8.wikiart.org/00359/images/bozoky-maria/bozoky-vorosmarty-csongo-tunde-x.jpg,False,1464,1087,impressionism,train,41644
valentin-serov_portrait-of-a-princess-olga-orlova-1911.jpg,valentin-serov,https://uploads7.wikiart.org/images/valentin-serov/portrait-of-a-princess-olga-orlova-1911.jpg,True,1000,732,impressionism,test,4381
george-henry_lady-with-goldfish.jpg,george-henry,https://uploads2.wikiart.org/images/george-henry/lady-with-goldfish.jpg,True,944,796,impressionism,train,33664
emil-carlsen_moonlit-seascape-1909.jpg,emil-carlsen,https://uploads7.wikiart.org/images/emil-carlsen/moonlit-seascape-1909(1).jpg,True,492,442,impressionism,train,13429
bozoky-maria_in-a-coffee-house.jpg,bozoky-maria,https://uploads8.wikiart.org/00346/images/bozoky-maria/bozoky-in-a-coffee-house.jpg,False,1571,1136,impressionism,train,44204
albert-julius-olsson_the-reef-st-ives-bay-cornwall.jpg,albert-julius-olsson,https://uploads8.wikiart.org/00194/images/albert-julius-olsson/the-reef-st-ives-bay-cornwall.jpg,True,1200,797,impressionism,train,18182
hoca-ali-riza_unknown-title-4.jpg,hoca-ali-riza,https://uploads0.wikiart.org/images/hoca-ali-riza/unknown-title(4).jpg,True,501,390,impressionism,train,7733
devin-leonardi_laconia.jpg,devin-leonardi,https://uploads0.wikiart.org/00286/images/devin-leonardi/d3.PNG,False,528,391,impressionism,train,27988
pieter-wenning_malay-quarter.jpg,pieter-wenning,https://uploads8.wikiart.org/images/pieter-wenning/malay-quarter.jpg,True,1280,1015,impressionism,train,41655
henri-matisse_vue-de-paris-1899.jpg,henri-matisse,https://uploads7.wikiart.org/00241/images/henri-matisse/vue-de-paris-ca-1899-2.jpg,True,856,470,impressionism,train,15769
benjamin-brown_san-gabriel-canyon.jpg,benjamin-brown,https://uploads3.wikiart.org/images/benjamin-brown/san-gabriel-canyon.jpg,True,600,476,impressionism,train,39261
jean-alexandru-steriadi_iarn-n-bucure-ti-1914.jpg,jean-alexandru-steriadi,https://uploads7.wikiart.org/images/jean-alexandru-steriadi/iarn-n-bucure-ti-1914.jpg,True,1000,761,impressionism,train,6163
robert-lewis-reid_view-from-a-mountaintop-1920.jpg,robert-lewis-reid,https://uploads8.wikiart.org/images/robert-lewis-reid/view-from-a-mountaintop-1920.jpg,True,983,899,impressionism,train,8821
alejandro-cabeza_valencian-landscape-2003.jpg,alejandro-cabeza,https://uploads0.wikiart.org/00377/images/alejandro-cabeza/valencian-landscape-alejandro-cabeza.jpg,False,2971,2000,impressionism,train,27514
joseph-decamp_the-hammock-1895.jpg,joseph-decamp,https://uploads8.wikiart.org/00108/images/joseph-decamp/the-hammock-c-1895.jpg,True,1097,966,impressionism,train,12957
lovis-corinth_orchids-1923.jpg,lovis-corinth,https://uploads5.wikiart.org/images/lovis-corinth/orchids-1923.jpg,True,534,375,impressionism,train,48334
michel-simonidy_alpes-maritimes-landscape-1928.jpg,michel-simonidy,https://uploads7.wikiart.org/images/michel-simonidy/alpes-maritimes-landscape-1928.jpg,True,640,456,impressionism,train,1390
edgar-degas_before-the-curtain-call-1892.jpg,edgar-degas,https://uploads2.wikiart.org/images/edgar-degas/before-the-curtain-call-1892.jpg,True,3176,2064,impressionism,train,44380
camil-ressu_self-portrait-0.jpg,camil-ressu,https://uploads7.wikiart.org/images/camil-ressu/self-portrait-1.jpg,False,600,486,impressionism,train,20647
paul-cezanne_the-buffet-1877.jpg,paul-cezanne,https://uploads8.wikiart.org/images/paul-cezanne/the-buffet-1877.jpg,True,2024,1629,impressionism,train,11076
hans-am-ende_birken-am-moorgraben-1896.jpg,hans-am-ende,https://uploads8.wikiart.org/images/hans-am-ende/birken-am-moorgraben-1896.jpg,True,480,445,impressionism,train,38974
marianne-stokes_the-lake-of-csorba-in-june-1909.jpg,marianne-stokes,https://uploads4.wikiart.org/00266/images/marianne-stokes/hungary-1909-14783908165.jpg,True,2768,2172,impressionism,train,38336
ant-nio-de-carvalho-da-silva-porto_recanto-de-praia.jpg,ant-nio-de-carvalho-da-silva-porto,https://uploads4.wikiart.org/images/ant-nio-de-carvalho-da-silva-porto/recanto-de-praia.jpg,True,800,458,impressionism,train,47101
maynard-dixon_the-ancients-1922.jpg,maynard-dixon,https://uploads1.wikiart.org/images/maynard-dixon/the-ancients-1922.jpg,True,720,583,impressionism,train,9773
dorrit-black_queen-victoria-markets.jpg,dorrit-black,https://uploads2.wikiart.org/00207/images/dorrit-black/queen-victoria-markets.jpg,False,900,581,impressionism,train,42523
lesser-ury_lady-in-black-evening-dress-with-green-scarf-1908.jpg,lesser-ury,https://uploads4.wikiart.org/images/lesser-ury/lady-in-black-evening-dress-with-green-scarf-1908.jpg,True,1024,728,impressionism,train,5384
panayiotis-tetsis_double-portrait.jpg,panayiotis-tetsis,https://uploads3.wikiart.org/images/panayiotis-tetsis/double-portrait.jpg,False,610,519,impressionism,train,40607
francis-picabia_barges-on-the-loing-morning-effect.jpg,francis-picabia,https://uploads3.wikiart.org/images/francis-picabia/barges-on-the-loing-morning-effect.jpg,True,1229,1024,impressionism,test,8298
nutzi-acontz_landscape-with-river-1954.jpg,nutzi-acontz,https://uploads0.wikiart.org/images/nutzi-acontz/landscape-with-river-1954.jpg,False,1000,802,impressionism,train,48738
raimundo-madrazo_portrait-of-federico-de-madrazo-1875.jpg,raimundo-madrazo,https://uploads3.wikiart.org/00336/images/raimundo-madrazo/raimundo-de-madrazo-portrait-of-federico-de-madrazo-painting-google-art-project.jpg,True,4079,2785,impressionism,train,15223
jessie-willcox-smith_the-lily-pool-1903.jpg,jessie-willcox-smith,https://uploads2.wikiart.org/00231/images/jessie-willcox-smith/1051-jws2756cropnew3.jpg,True,1499,1051,impressionism,train,29995
vilhelms-purvitis_pavasaris.jpg,vilhelms-purvitis,https://uploads6.wikiart.org/images/vilhelms-purvitis/pavasaris.jpg,True,626,444,impressionism,train,40640
asgrimur-jonsson_autumn-at-thingvellir-1949.jpg,asgrimur-jonsson,https://uploads4.wikiart.org/images/asgrimur-jonsson/autumn-at-thingvellir-1949.jpg,False,450,302,impressionism,train,49435
marjorie-acker-phillips_impressionist-landscape-1956.jpg,marjorie-acker-phillips,https://uploads1.wikiart.org/00206/images/marjorie-acker-phillips/impressionist-landscape-1956.Jpeg,False,570,570,impressionism,train,35255
david-davies_autumn-afternoon-1926.jpg,david-davies,https://uploads5.wikiart.org/images/david-davies/autumn-afternoon-1926.jpg,True,1280,1093,impressionism,train,12990
giovanni-boldini_the-mondona-singer-1884.jpg,giovanni-boldini,https://uploads2.wikiart.org/images/giovanni-boldini/the-mondona-singer-1884.jpg,True,1559,1181,impressionism,train,1778
edward-henry-potthast_enchanted-pool.jpg,edward-henry-potthast,https://uploads6.wikiart.org/00260/images/edward-henry-potthast/twachtman-john-enchanted-pool.jpg,True,1160,953,impressionism,train,6560
magnus-enckell_princess-and-swineherd-1890.jpg,magnus-enckell,https://uploads4.wikiart.org/00323/images/magnus-enckell/magnus-enckell-princess-and-swineherd-a-iv-2944-finnish-national-gallery-1.jpg,True,4000,2946,impressionism,train,26951
giovanni-segantini_werden-erster-teil-des-alpentryptichons-1899.jpg,giovanni-segantini,https://uploads1.wikiart.org/00144/images/giovanni-segantini/werden-1899.jpg,True,1155,685,impressionism,train,27495
jozef-pankiewicz_portrait-of-a-girl-in-a-red-dress-jozefa-oderfeldowna-1897.jpg,jozef-pankiewicz,https://uploads7.wikiart.org/00146/images/jozef-pankiewicz/pankiewicz-portret-dziewczynki-w-czerwonej-sukni-j-zefy-oderfeld-wny-1897.jpg,True,664,500,impressionism,train,19712
william-logsdail_guy-bedford-1920.jpg,william-logsdail,https://uploads2.wikiart.org/00327/images/william-logsdail/guy-bedford-1920.jpg,True,944,516,impressionism,train,493
fern-coppedge_lumberville.jpg,fern-coppedge,https://uploads5.wikiart.org/images/fern-coppedge/lumberville.jpg,False,800,700,impressionism,test,4517
piet-mondrian_flowers-sun.jpg,piet-mondrian,https://uploads5.wikiart.org/images/piet-mondrian/flowers-sun.jpg,True,1175,821,impressionism,train,18383
willy-schlobach_blumen-in-einer-vase-1926.jpg,willy-schlobach,https://uploads1.wikiart.org/00329/images/willy-schlobach/blumen-in-einer-vase-1926.jpg,True,886,743,impressionism,train,541
karl-edvard-diriks_h-stdag.jpg,karl-edvard-diriks,https://uploads5.wikiart.org/images/karl-edvard-diriks/h-stdag.jpg,True,550,399,impressionism,train,27042
andre-dunoyer-de-segonzac_nude-with-a-newspaper-1921.jpg,andre-dunoyer-de-segonzac,https://uploads5.wikiart.org/images/andre-dunoyer-de-segonzac/nude-with-a-newspaper-1921.jpg,True,1536,988,impressionism,test,8339
tom-scott_low-tide-roundstone.jpg,tom-scott,https://uploads8.wikiart.org/images/tom-scott/low-tide-roundstone.jpg,True,468,373,impressionism,train,412
albert-aublet_reading-on-the-garden-path.jpg,albert-aublet,https://uploads8.wikiart.org/00290/images/albert-aublet/albert-aublet-reading-on-the-garden-path-1883.jpg,True,3200,2348,impressionism,train,3321
columbano-bordalo-pinheiro_o-ser-o-1880.jpg,columbano-bordalo-pinheiro,https://uploads1.wikiart.org/images/columbano-bordalo-pinheiro/o-ser-o-1880.jpg,True,1000,635,impressionism,test,1073
panayiotis-tetsis_composition-with-girl-and-still-life.jpg,panayiotis-tetsis,https://uploads0.wikiart.org/images/panayiotis-tetsis/composition-with-girl-and-still-life(1).jpg,False,503,500,impressionism,train,19560
konstantinos-maleas_columns.jpg,konstantinos-maleas,https://uploads6.wikiart.org/images/constantine-maleas/columns.jpg,True,1024,717,impressionism,train,5840
yeghishe-tadevosyan_the-woman-reading-in-the-garden-1903.jpg,yeghishe-tadevosyan,https://uploads0.wikiart.org/images/yeghishe-tadevosyan/the-woman-reading-in-the-garden-1903.jpg,True,2359,1418,impressionism,train,5332
edouard-manet_corner-of-a-cafe-concert-1880.jpg,edouard-manet,https://uploads5.wikiart.org/images/edouard-manet/corner-of-a-cafe-concert-1880.jpg,True,1600,1248,impressionism,test,8268
arthur-segal_figures-in-a-wooded-park.jpg,arthur-segal,https://uploads8.wikiart.org/images/arthur-segal/figures-in-a-wooded-park.jpg,True,700,491,impressionism,train,48925
rudolf-schweitzer-cumpana_solda-i-n-gara-sinaiei.jpg,rudolf-schweitzer-cumpana,https://uploads1.wikiart.org/images/rudolf-schweitzer-cumpana/solda-i-n-gara-sinaiei.jpg,False,1000,665,impressionism,train,9569
julian-alden-weir_the-road-to-no-where-1889.jpg,julian-alden-weir,https://uploads5.wikiart.org/images/julian-alden-weir/the-road-to-no-where-1889.jpg,True,959,707,impressionism,test,3093
clarence-gagnon_farm-baie-saint-paul-1924.jpg,clarence-gagnon,https://uploads3.wikiart.org/images/clarence-gagnon/farm-baie-saint-paul-1924.jpg,True,1280,806,impressionism,train,24327
oleksandr-bogomazov_self-portrait-1907.jpg,oleksandr-bogomazov,https://uploads0.wikiart.org/images/oleksandr-bogomazov/self-portrait-1907.jpg,True,2240,1532,impressionism,train,2332
fernand-combes_perouges-rue-des-rondes-le-grenier-a-sel-1919.jpg,fernand-combes,https://uploads1.wikiart.org/00250/images/fernand-combes/combes-f-enhanced-charcoal-p-rouges-rue-des-rondes-le-grenier-sel-47-7x64-3cm.jpg,True,2397,1791,impressionism,train,17527
frederic-remington_the-song-of-hiawatha-illustration.jpg,frederic-remington,https://uploads5.wikiart.org/images/frederic-remington/the-song-of-hiawatha-illustration.jpg,True,1280,917,impressionism,train,1056
edvard-munch_view-over-the-rover-at-st-cloud-1890.jpg,edvard-munch,https://uploads2.wikiart.org/images/edvard-munch/view-over-the-rover-at-st-cloud-1890.jpg,True,1252,1028,impressionism,train,48066
octav-angheluta_gr-nar.jpg,octav-angheluta,https://uploads2.wikiart.org/images/octav-angheluta/gr-nar.jpg,False,978,748,impressionism,train,8728
william-james-glackens_breakfast-porch-1925.jpg,william-james-glackens,https://uploads5.wikiart.org/images/william-james-glackens/breakfast-porch-1925.jpg,True,800,641,impressionism,train,154
edward-henry-potthast_summer-day-brighton-beach.jpg,edward-henry-potthast,https://uploads6.wikiart.org/00260/images/edward-henry-potthast/edward-henry-potthast-summer-day-brighton-beach.jpg,True,4000,2985,impressionism,train,3760
alexej-von-jawlensky_stilleben-mit-weinflasche-1904.jpg,alexej-von-jawlensky,https://uploads4.wikiart.org/images/alexej-von-jawlensky/stilleben-mit-weinflasche-1904.jpg,True,1083,1024,impressionism,train,10668
leo-gausson_autoportrait-1889.jpg,leo-gausson,https://uploads2.wikiart.org/00329/images/leo-gausson/l1141-l-o-gausson-autoportrait.jpg,True,2046,1617,impressionism,train,5434
james-campbell-noble_sunday-morning-1879.jpg,james-campbell-noble,https://uploads2.wikiart.org/images/james-campbell-noble/sunday-morning-1879.jpg,True,944,571,impressionism,train,49714
jessie-willcox-smith_the-daisy-wreath-1907.jpg,jessie-willcox-smith,https://uploads2.wikiart.org/00231/images/jessie-willcox-smith/1500-jws848.jpg,True,1500,1485,impressionism,test,8142
chang-dai-chien_lotus-1973.jpg,chang-dai-chien,https://uploads6.wikiart.org/images/chang-dai-chien/lotus-1973.jpg,False,669,500,impressionism,test,6746
antoine-blanchard_theatre-du-vaudeville-1.jpg,antoine-blanchard,https://uploads3.wikiart.org/images/antoine-blanchard/theatre-du-vaudeville-1.jpg,False,891,750,impressionism,train,13139
margit-selska_caroussel-1932.jpg,margit-selska,https://uploads8.wikiart.org/00125/images/margit-selska/caroussel-1932-5.jpg,False,650,498,impressionism,train,2323
carl-larsson_portrait-of-alma-1887.jpg,carl-larsson,https://uploads8.wikiart.org/images/carl-larsson/portrait-of-alma-1887(1).jpg,True,1126,864,impressionism,train,5414
giovanni-boldini_lady-in-red-coat-1878.jpg,giovanni-boldini,https://uploads0.wikiart.org/images/giovanni-boldini/lady-in-red-coat-1878.jpg,True,1280,926,impressionism,train,16310
ipolit-strambu_thinking-1917.jpg,ipolit-strambu,https://uploads8.wikiart.org/images/ipolit-strambu/thinking-1917.jpg,True,1000,680,impressionism,test,8571
